name_2,result,k1,player1_is_win?,age_1
3270,1895,0.13813096862210095,1.0,0.21212121212121215
2889,1895,0.04331514324693042,0.0,0.4545454545454546
3443,1524,0.1275579809004093,1.0,0.12121212121212122
1759,1524,0.04433833560709414,0.0,0.36363636363636365
2972,861,0.0815143246930423,1.0,0.4545454545454546
2624,861,0.05525238744884039,0.0,0.3939393939393939
2925,862,0.041950886766712145,1.0,0.24242424242424243
2095,862,0.15347885402455663,0.0,0.18181818181818188
129,1797,0.06753069577080491,1.0,0.18181818181818188
1463,1797,0.06412005457025921,0.0,0.3939393939393939
2979,860,0.05525238744884039,1.0,0.2727272727272728
1462,860,0.0815143246930423,0.0,0.4545454545454546
147,1148,0.10572987721691679,1.0,0.36363636363636365
1787,1148,0.047748976807639835,0.0,0.24242424242424243
819,837,0.13813096862210095,1.0,0.24242424242424243
3505,837,0.04331514324693042,0.0,0.5757575757575758
2926,988,0.04536152796725785,1.0,0.18181818181818188
2599,988,0.12005457025920874,0.0,0.12121212121212122
3189,999,0.039563437926330144,1.0,0.48484848484848486
976,999,0.19099590723055934,0.0,0.36363636363636365
3399,1329,0.04536152796725785,1.0,0.5151515151515152
1635,1329,0.12005457025920874,0.0,0.5757575757575758
2685,1147,0.06582537517053205,1.0,0.1515151515151515
2459,1147,0.06582537517053205,0.0,0.48484848484848486
2149,862,0.05798090040927694,1.0,0.5151515151515152
2270,862,0.07605729877216917,0.0,0.3939393939393939
2148,1106,0.04092769440654843,1.0,0.48484848484848486
1709,1106,0.1688267394270123,0.0,0.21212121212121215
2448,1915,0.04331514324693042,1.0,0.36363636363636365
189,1915,0.13813096862210095,0.0,0.1515151515151515
1695,1145,0.0,1.0,0.5454545454545455
1858,1145,0.0,0.0,0.33333333333333337
2704,756,0.06241473396998636,1.0,0.3939393939393939
1588,756,0.06957708049113233,0.0,0.33333333333333337
2667,330,0.049454297407912684,1.0,0.48484848484848486
1765,330,0.09856753069577082,0.0,0.3030303030303031
1930,1579,0.06582537517053205,1.0,0.18181818181818188
1393,1579,0.06582537517053205,0.0,0.24242424242424243
1759,1148,0.04604365620736699,1.0,0.21212121212121215
2889,1148,0.11323328785811732,0.0,0.12121212121212122
2077,1147,0.054570259208731244,1.0,0.36363636363636365
3188,1147,0.08287858117326058,0.0,0.5151515151515152
2395,1304,0.049454297407912684,1.0,0.2727272727272728
2413,1304,0.09856753069577082,0.0,0.3030303030303031
2624,1794,0.05695770804911323,1.0,0.18181818181818188
2599,1794,0.07708049113233287,0.0,0.4545454545454546
1463,2025,0.04433833560709414,1.0,0.24242424242424243
2095,2025,0.12448840381991814,0.0,0.18181818181818188
1787,1000,0.05593451568894952,1.0,0.2727272727272728
1462,1000,0.07912687585266029,0.0,0.36363636363636365
3338,756,0.04433833560709414,1.0,0.4545454545454546
3467,756,0.1275579809004093,0.0,0.48484848484848486
1540,860,0.03990450204638472,1.0,0.3939393939393939
601,860,0.18246930422919508,0.0,0.1515151515151515
3231,1146,0.0378581173260573,1.0,0.33333333333333337
1815,1146,0.252387448840382,0.0,0.12121212121212122
1556,759,0.034788540245566164,1.0,0.48484848484848486
324,759,0.5798090040927695,0.0,0.4242424242424243
189,861,0.06582537517053205,1.0,0.1515151515151515
2459,861,0.06582537517053205,0.0,0.36363636363636365
3492,1115,0.08901773533424283,1.0,0.3030303030303031
2167,1115,0.05218281036834925,0.0,0.4242424242424243
3572,1148,0.052864938608458395,1.0,0.36363636363636365
3121,1148,0.08697135061391541,0.0,0.21212121212121215
3499,1148,0.03683492496589359,1.0,0.36363636363636365
1634,1148,0.30695770804911326,0.0,0.1515151515151515
228,784,0.08697135061391541,1.0,0.21212121212121215
2869,784,0.052864938608458395,0.0,0.24242424242424243
2842,2135,0.03547066848567531,1.0,0.3030303030303031
2804,2135,0.42633015006821284,0.0,0.12121212121212122
1858,358,0.05320600272851296,1.0,0.24242424242424243
3505,358,0.08526603001364257,0.0,0.5454545454545455
2270,1275,0.053888130968622105,1.0,0.48484848484848486
976,1275,0.08458390177353342,0.0,0.5151515151515152
1942,861,0.04365620736698499,1.0,0.2727272727272728
2531,861,0.13369713506139155,0.0,0.3939393939393939
1919,1839,0.03683492496589359,1.0,0.24242424242424243
2659,1839,0.30695770804911326,0.0,0.3030303030303031
1451,463,0.03581173260572988,1.0,0.2727272727272728
1872,463,0.4092769440654843,0.0,0.12121212121212122
2787,1304,0.052864938608458395,1.0,0.33333333333333337
1754,1304,0.08697135061391541,0.0,0.21212121212121215
3323,2071,0.04604365620736699,1.0,0.24242424242424243
3235,2071,0.11527967257844475,0.0,0.3939393939393939
1633,1359,0.05661664392905866,1.0,0.4242424242424243
2045,1359,0.07844474761255116,0.0,0.33333333333333337
1705,998,0.05900409276944066,1.0,0.21212121212121215
998,998,0.07435197817189633,0.0,0.1515151515151515
432,1146,0.1111869031377899,1.0,0.24242424242424243
3230,1146,0.04672578444747613,0.0,0.36363636363636365
3031,782,0.054570259208731244,1.0,0.24242424242424243
1711,782,0.08287858117326058,0.0,0.4545454545454546
1863,862,0.07912687585266029,1.0,0.36363636363636365
2457,862,0.05627557980900409,0.0,0.4242424242424243
1588,2023,0.05184174624829468,1.0,0.48484848484848486
1765,2023,0.08867667121418828,0.0,0.3939393939393939
1393,1303,0.0815143246930423,1.0,0.24242424242424243
3230,1303,0.05525238744884039,0.0,0.18181818181818188
2413,1966,0.08799454297407913,1.0,0.36363636363636365
3188,1966,0.05218281036834925,0.0,0.2727272727272728
998,1302,0.04740791268758526,1.0,0.4242424242424243
2045,1302,0.10641200545702592,0.0,0.21212121212121215
324,1100,0.047748976807639835,1.0,0.33333333333333337
1815,1100,0.10470668485675307,0.0,0.48484848484848486
2869,1795,0.05013642564802183,1.0,0.2727272727272728
1872,1795,0.09447476125511596,0.0,0.21212121212121215
2804,1146,0.0504774897680764,1.0,0.33333333333333337
